"Grupo de documentos","Segmento","Código","PARTIT","GENERE","PERCENT"
2020,"Beatriz Silva Gallardo","Fem_igualtat","PSC","D",44.4
2020,"Beatriz Silva Gallardo","Violencia","PSC","D",44.4
2020,"Beatriz Silva Gallardo","Violencia","PSC","D",44.4
2020,"Beatriz Silva Gallardo","treball","PSC","D",44.4
2020,"Beatriz Silva Gallardo","treball_sex","PSC","D",44.4
2020,"Beatriz Silva Gallardo","Violencia","PSC","D",44.4
2020,"Beatriz Silva Gallardo","Fem_igualtat","PSC","D",44.4
2020,"Beatriz Silva Gallardo","Violencia","PSC","D",44.4
2020,"Beatriz Silva Gallardo","treball","PSC","D",44.4
2020,"Bernat Solé i Barril","Fem_igualtat","ERC","H",44.4
2020,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2020,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2020,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2020,"Carles Riera Albert","Fem_igualtat","CUP","H",44.4
2020,"Carles Riera Albert","Fem_igualtat","CUP","H",44.4
2020,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2020,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2020,"Carles Riera Albert","Violencia","CUP","H",44.4
2020,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2020,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2020,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2020,"Carles Riera Albert","Fem_igualtat","CUP","H",44.4
2020,"Carles Riera Albert","Violencia","CUP","H",44.4
2020,"Carles Riera Albert","Fem_igualtat","CUP","H",44.4
2020,"Carles Riera Albert","Violencia","CUP","H",44.4
2020,"Carles Riera Albert","Fem_igualtat","CUP","H",44.4
2020,"Carles Riera Albert","Fem_igualtat","CUP","H",44.4
2020,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2020,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2020,"Carles Riera Albert","Familia_llar","CUP","H",44.4
2020,"Carles Riera Albert","Fem_igualtat","CUP","H",44.4
2020,"Carlos Carrizosa Torres","Salut_sexual","Ciutadans","H",44.4
2020,"Carlos Carrizosa Torres","Familia_llar","Ciutadans","H",44.4
2020,"Carlos Carrizosa Torres","Fem_igualtat","Ciutadans","H",44.4
2020,"Carlos Carrizosa Torres","Fem_igualtat","Ciutadans","H",44.4
2020,"Carlos Carrizosa Torres","Familia_llar","Ciutadans","H",44.4
2020,"Carlos Carrizosa Torres","treball","Ciutadans","H",44.4
2020,"Carlos Carrizosa Torres","treball","Ciutadans","H",44.4
2020,"Carlos Carrizosa Torres","Familia_llar","Ciutadans","H",44.4
2020,"Chakir El Homrani Lesfar","Familia_llar","ERC","H",44.4
2020,"Chakir El Homrani Lesfar","Familia_llar","ERC","H",44.4
2020,"Chakir El Homrani Lesfar","Violencia","ERC","H",44.4
2020,"Chakir El Homrani Lesfar","representacio","ERC","H",44.4
2020,"Chakir El Homrani Lesfar","Familia_llar","ERC","H",44.4
2020,"Chakir El Homrani Lesfar","Familia_llar","ERC","H",44.4
2020,"Concepción Abellán Carretero","Fem_igualtat","Podem","D",44.4
2020,"Daniel Serrano Coronado","Violencia","PP","H",44.4
2020,"Daniel Serrano Coronado","Fem_igualtat","PP","H",44.4
2020,"David Cid Colomer","Familia_llar","Podem","H",44.4
2020,"David Cid Colomer","Familia_llar","Podem","H",44.4
2020,"David Cid Colomer","Familia_llar","Podem","H",44.4
2020,"David Cid Colomer","Fem_igualtat","Podem","H",44.4
2020,"Dimas Gragera Velaz","Violencia","Ciutadans","H",44.4
2020,"Dimas Gragera Velaz","Familia_llar","Ciutadans","H",44.4
2020,"Eduard Pujol i Bonell","Violencia","CIU","H",44.4
2020,"Esperanza García González","treball_sex","PP","D",44.4
2020,"Esperanza García González","Fem_igualtat","PP","D",44.4
2020,"Esperanza García González","Salut_sexual","PP","D",44.4
2020,"Esperanza García González","Fem_igualtat","PP","D",44.4
2020,"Eva Granados Galiano","Fem_igualtat","PSC","D",44.4
2020,"Ferran Civit i Martí","Fem_igualtat","ERC","H",44.4
2020,"Ferran Civit i Martí","Fem_igualtat","ERC","H",44.4
2020,"Ferran Pedret i Santos","Fem_igualtat","PSC","H",44.4
2020,"Ferran Pedret i Santos","Fem_igualtat","PSC","H",44.4
2020,"Ferran Pedret i Santos","Familia_llar","PSC","H",44.4
2020,"Ferran Pedret i Santos","Familia_llar","PSC","H",44.4
2020,"Ferran Pedret i Santos","Familia_llar","PSC","H",44.4
2020,"Ferran Pedret i Santos","Fem_igualtat","PSC","H",44.4
2020,"Ferran Pedret i Santos","Fem_igualtat","PSC","H",44.4
2020,"Ferran Pedret i Santos","Fem_igualtat","PSC","H",44.4
2020,"Ferran Pedret i Santos","Familia_llar","PSC","H",44.4
2020,"Francisco Javier Domínguez Serrano","Fem_igualtat","Ciutadans","H",44.4
2020,"Francisco Javier Domínguez Serrano","Fem_igualtat","Ciutadans","H",44.4
2020,"Gemma Geis i Carreras","treball","CIU","D",44.4
2020,"Gemma Geis i Carreras","Familia_llar","CIU","D",44.4
2020,"Gemma Geis i Carreras","Fem_igualtat","CIU","D",44.4
2020,"Gemma Geis i Carreras","Salut_sexual","CIU","D",44.4
2020,"Gemma Geis i Carreras","Familia_llar","CIU","D",44.4
2020,"Gemma Geis i Carreras","Fem_igualtat","CIU","D",44.4
2020,"Glòria Freixa i Vilardell","treball","CIU","D",44.4
2020,"Ignacio Martín Blanco","treball_sex","Ciutadans","H",44.4
2020,"Ignacio Martín Blanco","Violencia","Ciutadans","H",44.4
2020,"Imma Gallardo Barceló","Salut_sexual","CIU","D",44.4
2020,"Imma Gallardo Barceló","Familia_llar","CIU","D",44.4
2020,"Jean Castel Sucarrat","Violencia","Ciutadans","H",44.4
2020,"Jean Castel Sucarrat","treball_sex","Ciutadans","H",44.4
2020,"Jenn Díaz Ruiz","Fem_igualtat","ERC","D",44.4
2020,"Jenn Díaz Ruiz","treball_sex","ERC","D",44.4
2020,"Jenn Díaz Ruiz","Violencia","ERC","D",44.4
2020,"Jenn Díaz Ruiz","Violencia","ERC","D",44.4
2020,"Jenn Díaz Ruiz","Fem_igualtat","ERC","D",44.4
2020,"Jenn Díaz Ruiz","Fem_igualtat","ERC","D",44.4
2020,"Jenn Díaz Ruiz","treball","ERC","D",44.4
2020,"Jenn Díaz Ruiz","Fem_igualtat","ERC","D",44.4
2020,"Jenn Díaz Ruiz","Fem_igualtat","ERC","D",44.4
2020,"Jenn Díaz Ruiz","Fem_igualtat","ERC","D",44.4
2020,"Jenn Díaz Ruiz","Fem_igualtat","ERC","D",44.4
2020,"Jenn Díaz Ruiz","Violencia","ERC","D",44.4
2020,"Jenn Díaz Ruiz","Fem_igualtat","ERC","D",44.4
2020,"Jenn Díaz Ruiz","Familia_llar","ERC","D",44.4
2020,"Jenn Díaz Ruiz","Familia_llar","ERC","D",44.4
2020,"Jenn Díaz Ruiz","treball_sex","ERC","D",44.4
2020,"Jenn Díaz Ruiz","Fem_igualtat","ERC","D",44.4
2020,"Jéssica Albiach Satorres","Fem_igualtat","Podem","D",44.4
2020,"Jéssica Albiach Satorres","Fem_igualtat","Podem","D",44.4
2020,"Jéssica Albiach Satorres","Familia_llar","Podem","D",44.4
2020,"Jéssica Albiach Satorres","Fem_igualtat","Podem","D",44.4
2020,"Jéssica Albiach Satorres","Fem_igualtat","Podem","D",44.4
2020,"Jéssica Albiach Satorres","Familia_llar","Podem","D",44.4
2020,"Jéssica Albiach Satorres","Familia_llar","Podem","D",44.4
2020,"Jéssica Albiach Satorres","Fem_igualtat","Podem","D",44.4
2020,"Jéssica Albiach Satorres","Violencia","Podem","D",44.4
2020,"Jéssica Albiach Satorres","Familia_llar","Podem","D",44.4
2020,"Jéssica Albiach Satorres","Familia_llar","Podem","D",44.4
2020,"Jordi Albert i Caballero","Familia_llar","ERC","H",44.4
2020,"Jordi Munell i Garcia","Familia_llar","CIU","H",44.4
2020,"Jordi Orobitg i Solé","Fem_igualtat","ERC","H",44.4
2020,"Jordi Orobitg i Solé","Violencia","ERC","H",44.4
2020,"Jordi Terrades i Santacreu","Fem_igualtat","PSC","H",44.4
2020,"Jorge Soler González","Salut_sexual","Ciutadans","H",44.4
2020,"Jorge Soler González","Familia_llar","Ciutadans","H",44.4
2020,"Jorge Soler González","Familia_llar","Ciutadans","H",44.4
2020,"Jorge Soler González","Familia_llar","Ciutadans","H",44.4
2020,"Jorge Soler González","Familia_llar","Ciutadans","H",44.4
2020,"José María Cano Navarro","treball","Ciutadans","H",44.4
2020,"José María Cano Navarro","Familia_llar","Ciutadans","H",44.4
2020,"José María Cano Navarro","Familia_llar","Ciutadans","H",44.4
2020,"José Rodríguez Fernández","Violencia","ERC","H",44.4
2020,"Josep Maria Forné i Febrer","Fem_igualtat","CIU","H",44.4
2020,"Josep Maria Forné i Febrer","Familia_llar","CIU","H",44.4
2020,"Josep Riera i Font","Violencia","CIU","H",44.4
2020,"Josep Riera i Font","treball_sex","CIU","H",44.4
2020,"Lluís Font i Espinós","Familia_llar","CIU","H",44.4
2020,"Lorena Roldán Suárez","Familia_llar","Ciutadans","D",44.4
2020,"Lorena Roldán Suárez","Familia_llar","Ciutadans","D",44.4
2020,"Lorena Roldán Suárez","Fem_igualtat","Ciutadans","D",44.4
2020,"Lucas Silvano Ferro Solé","Familia_llar","Podem","H",44.4
2020,"Manuel Reyes López","Familia_llar","PP","H",44.4
2020,"Marc Parés Franzi","Familia_llar","Podem","H",44.4
2020,"Marc Parés Franzi","Familia_llar","Podem","H",44.4
2020,"Marc Parés Franzi","Familia_llar","Podem","H",44.4
2020,"Marc Parés Franzi","Fem_igualtat","Podem","H",44.4
2020,"Marc Parés Franzi","Fem_igualtat","Podem","H",44.4
2020,"Marc Parés Franzi","Violencia","Podem","H",44.4
2020,"Marc Sanglas i Alcantarilla","Fem_igualtat","ERC","H",44.4
2020,"Marc Sanglas i Alcantarilla","Fem_igualtat","ERC","H",44.4
2020,"Marc Solsona i Aixalà","Familia_llar","CIU","H",44.4
2020,"María Francisca Valle Fuentes","Violencia","Ciutadans","D",44.4
2020,"Maria Sirvent Escrig","Familia_llar","CUP","D",44.4
2020,"Maria Sirvent Escrig","Fem_igualtat","CUP","D",44.4
2020,"Maria Sirvent Escrig","Familia_llar","CUP","D",44.4
2020,"Maria Sirvent Escrig","Fem_igualtat","CUP","D",44.4
2020,"Maria Sirvent Escrig","Familia_llar","CUP","D",44.4
2020,"Maria Sirvent Escrig","Familia_llar","CUP","D",44.4
2020,"Maria Sirvent Escrig","Violencia","CUP","D",44.4
2020,"Maria Sirvent Escrig","Fem_igualtat","CUP","D",44.4
2020,"Maria Sirvent Escrig","Fem_igualtat","CUP","D",44.4
2020,"Marina Bravo Sobrino","Familia_llar","Ciutadans","D",44.4
2020,"Marta Madrenas i Mir","Familia_llar","CIU","D",44.4
2020,"Marta Ribas Frías","treball","Podem","D",44.4
2020,"Marta Ribas Frías","Fem_igualtat","Podem","D",44.4
2020,"Marta Ribas Frías","Familia_llar","Podem","D",44.4
2020,"Marta Ribas Frías","Familia_llar","Podem","D",44.4
2020,"Marta Ribas Frías","Familia_llar","Podem","D",44.4
2020,"Marta Ribas Frías","Fem_igualtat","Podem","D",44.4
2020,"Marta Ribas Frías","Familia_llar","Podem","D",44.4
2020,"Marta Ribas Frías","Fem_igualtat","Podem","D",44.4
2020,"Marta Ribas Frías","Familia_llar","Podem","D",44.4
2020,"Marta Ribas Frías","Violencia","Podem","D",44.4
2020,"Marta Ribas Frías","Familia_llar","Podem","D",44.4
2020,"Marta Ribas Frías","Violencia","Podem","D",44.4
2020,"Marta Ribas Frías","Familia_llar","Podem","D",44.4
2020,"Marta Ribas Frías","Violencia","Podem","D",44.4
2020,"Marta Ribas Frías","Familia_llar","Podem","D",44.4
2020,"Marta Ribas Frías","Salut_sexual","Podem","D",44.4
2020,"Marta Ribas Frías","Fem_igualtat","Podem","D",44.4
2020,"Marta Ribas Frías","Familia_llar","Podem","D",44.4
2020,"Marta Ribas Frías","Fem_igualtat","Podem","D",44.4
2020,"Marta Vilalta i Torres","Fem_igualtat","ERC","D",44.4
2020,"Marta Vilalta i Torres","Familia_llar","ERC","D",44.4
2020,"Marta Vilalta i Torres","Familia_llar","ERC","D",44.4
2020,"Martí Pachamé Barrera","Fem_igualtat","Ciutadans","H",44.4
2020,"Matías Alonso Ruiz","Violencia","Ciutadans","H",44.4
2020,"Mercè Escofet Sala","Familia_llar","Ciutadans","D",44.4
2020,"Mercè Escofet Sala","treball","Ciutadans","D",44.4
2020,"Mercè Escofet Sala","Fem_igualtat","Ciutadans","D",44.4
2020,"Miquel Buch i Moya","Fem_igualtat","CIU","H",44.4
2020,"Miquel Iceta i Llorens","Violencia","PSC","H",44.4
2020,"Miquel Iceta i Llorens","Fem_igualtat","PSC","H",44.4
2020,"Miquel Iceta i Llorens","Familia_llar","PSC","H",44.4
2020,"Miquel Iceta i Llorens","Fem_igualtat","PSC","H",44.4
2020,"Mònica Sales de la Cruz","Familia_llar","CIU","D",44.4
2020,"Munia Fernández-Jordán Celorio","Fem_igualtat","Ciutadans","D",44.4
2020,"Munia Fernández-Jordán Celorio","treball_sex","Ciutadans","D",44.4
2020,"Najat Driouech Ben Moussa","Familia_llar","ERC","D",44.4
2020,"Najat Driouech Ben Moussa","Fem_igualtat","ERC","D",44.4
2020,"Najat Driouech Ben Moussa","Familia_llar","ERC","D",44.4
2020,"Najat Driouech Ben Moussa","Fem_igualtat","ERC","D",44.4
2020,"Najat Driouech Ben Moussa","Fem_igualtat","ERC","D",44.4
2020,"Najat Driouech Ben Moussa","Violencia","ERC","D",44.4
2020,"Najat Driouech Ben Moussa","Familia_llar","ERC","D",44.4
2020,"Najat Driouech Ben Moussa","Fem_igualtat","ERC","D",44.4
2020,"Natàlia Sànchez Dipp","Salut_sexual","CUP","D",44.4
2020,"Natàlia Sànchez Dipp","Violencia","CUP","D",44.4
2020,"Natàlia Sànchez Dipp","Salut_sexual","CUP","D",44.4
2020,"Natàlia Sànchez Dipp","Salut_sexual","CUP","D",44.4
2020,"Natàlia Sànchez Dipp","Salut_sexual","CUP","D",44.4
2020,"Natàlia Sànchez Dipp","Salut_sexual","CUP","D",44.4
2020,"Natàlia Sànchez Dipp","Violencia","CUP","D",44.4
2020,"Natàlia Sànchez Dipp","Fem_igualtat","CUP","D",44.4
2020,"Natàlia Sànchez Dipp","Salut_sexual","CUP","D",44.4
2020,"Natàlia Sànchez Dipp","Fem_igualtat","CUP","D",44.4
2020,"Natàlia Sànchez Dipp","Familia_llar","CUP","D",44.4
2020,"Natàlia Sànchez Dipp","Familia_llar","CUP","D",44.4
2020,"Natàlia Sànchez Dipp","Fem_igualtat","CUP","D",44.4
2020,"Natàlia Sànchez Dipp","Familia_llar","CUP","D",44.4
2020,"Natàlia Sànchez Dipp","Familia_llar","CUP","D",44.4
2020,"Noemí de la Calle Sifré","Salut_sexual","Ciutadans","D",44.4
2020,"Noemí de la Calle Sifré","Salut_sexual","Ciutadans","D",44.4
2020,"Noemí de la Calle Sifré","treball","Ciutadans","D",44.4
2020,"Noemí de la Calle Sifré","treball","Ciutadans","D",44.4
2020,"Noemí de la Calle Sifré","Fem_igualtat","Ciutadans","D",44.4
2020,"Noemí de la Calle Sifré","Salut_sexual","Ciutadans","D",44.4
2020,"Noemí de la Calle Sifré","Fem_igualtat","Ciutadans","D",44.4
2020,"Noemí de la Calle Sifré","treball","Ciutadans","D",44.4
2020,"Noemí de la Calle Sifré","treball","Ciutadans","D",44.4
2020,"Noemí de la Calle Sifré","Familia_llar","Ciutadans","D",44.4
2020,"Noemí de la Calle Sifré","Fem_igualtat","Ciutadans","D",44.4
2020,"Noemí de la Calle Sifré","Fem_igualtat","Ciutadans","D",44.4
2020,"Noemí de la Calle Sifré","treball","Ciutadans","D",44.4
2020,"Noemí de la Calle Sifré","Fem_igualtat","Ciutadans","D",44.4
2020,"Raúl Moreno Montaña","Familia_llar","PSC","H",44.4
2020,"Raúl Moreno Montaña","Familia_llar","PSC","H",44.4
2020,"Raúl Moreno Montaña","Familia_llar","PSC","H",44.4
2020,"Raúl Moreno Montaña","Familia_llar","PSC","H",44.4
2020,"Raúl Moreno Montaña","Familia_llar","PSC","H",44.4
2020,"Raúl Moreno Montaña","Familia_llar","PSC","H",44.4
2020,"Roger Torrent i Ramió","Salut_sexual","ERC","H",44.4
2020,"Roger Torrent i Ramió","Fem_igualtat","ERC","H",44.4
2020,"Ruben Wagensberg","Familia_llar","ERC","H",44.4
2020,"Ruben Wagensberg","Familia_llar","ERC","H",44.4
2020,"Ruben Wagensberg","Fem_igualtat","ERC","H",44.4
2020,"Ruben Wagensberg","Salut_sexual","ERC","H",44.4
2020,"Ruben Wagensberg","Violencia","ERC","H",44.4
2020,"Ruben Wagensberg","Violencia","ERC","H",44.4
2020,"Ruben Wagensberg","Fem_igualtat","ERC","H",44.4
2020,"Ruben Wagensberg","Familia_llar","ERC","H",44.4
2020,"Ruben Wagensberg","Familia_llar","ERC","H",44.4
2020,"Ruben Wagensberg","Familia_llar","ERC","H",44.4
2020,"Ruben Wagensberg","Familia_llar","ERC","H",44.4
2020,"Sergi Sabrià i Benito","Familia_llar","ERC","H",44.4
2020,"Sergi Sabrià i Benito","Fem_igualtat","ERC","H",44.4
2020,"Sonia Sierra Infante","Fem_igualtat","Ciutadans","D",44.4
2020,"Sonia Sierra Infante","Fem_igualtat","Ciutadans","D",44.4
2020,"Susana Beltrán García","Familia_llar","Ciutadans","D",44.4
2020,"Teresa Pallarès Piqué","Familia_llar","CIU","D",44.4
2020,"Teresa Pallarès Piqué","Familia_llar","CIU","D",44.4
2020,"Vidal Aragonés Chicharro","Familia_llar","CUP","H",44.4
2020,"Vidal Aragonés Chicharro","Fem_igualtat","CUP","H",44.4
2020,"Vidal Aragonés Chicharro","Fem_igualtat","CUP","H",44.4
2020,"Vidal Aragonés Chicharro","Fem_igualtat","CUP","H",44.4
2020,"Vidal Aragonés Chicharro","treball","CUP","H",44.4
2020,"Vidal Aragonés Chicharro","treball_sex","CUP","H",44.4
2020,"Vidal Aragonés Chicharro","Fem_igualtat","CUP","H",44.4
2020,"Vidal Aragonés Chicharro","Familia_llar","CUP","H",44.4
2020,"Vidal Aragonés Chicharro","Salut_sexual","CUP","H",44.4
2020,"Vidal Aragonés Chicharro","Fem_igualtat","CUP","H",44.4
2020,"Vidal Aragonés Chicharro","treball_sex","CUP","H",44.4
2020,"Xavier Quinquillà Durich","Familia_llar","CIU","H",44.4
2021,"Alba Camps","Familia_llar","ERC","D",48.1
2021,"Alba Camps","Fem_igualtat","ERC","D",48.1
2021,"Alba Camps","Familia_llar","ERC","D",48.1
2021,"Alba Vergés","Familia_llar","ERC","D",48.1
2021,"Alba Vergés","Violencia","ERC","D",48.1
2021,"Alba Vergés","Familia_llar","ERC","D",48.1
2021,"Alba Vergés","treball","ERC","D",48.1
2021,"Alba Vergés","Familia_llar","ERC","D",48.1
2021,"Alba Vergés","Familia_llar","ERC","D",48.1
2021,"Alba Vergés","treball","ERC","D",48.1
2021,"Albert Batet","Fem_igualtat","CIU","H",48.1
2021,"Albert Batet","Fem_igualtat","CIU","H",48.1
2021,"Albert Batet","Violencia","CIU","H",48.1
2021,"Alejandro Fernández Álvarez","Fem_igualtat","Grup Mixt","H",48.1
2021,"Alejandro Fernández Álvarez","Familia_llar","Grup Mixt","H",48.1
2021,"Alejandro Fernández Álvarez","Fem_igualtat","Grup Mixt","H",48.1
2021,"Alejandro Fernández Álvarez","Familia_llar","Grup Mixt","H",48.1
2021,"Alícia Romero Llano","Violencia","PSC","D",48.1
2021,"Alícia Romero Llano","Violencia","PSC","D",48.1
2021,"Anna Caula","Fem_igualtat","ERC","D",48.1
2021,"Anna Caula","Violencia","ERC","D",48.1
2021,"Anna Caula","Fem_igualtat","ERC","D",48.1
2021,"Anna Erra","Salut_sexual","CIU","D",48.1
2021,"Anna Erra","Familia_llar","CIU","D",48.1
2021,"Anna Erra","Salut_sexual","CIU","D",48.1
2021,"Anna Feliu","Familia_llar","CIU","D",48.1
2021,"Anna Feliu","Fem_igualtat","CIU","D",48.1
2021,"Anna Feliu","Familia_llar","CIU","D",48.1
2021,"Anna Feliu","Fem_igualtat","CIU","D",48.1
2021,"Anna Grau","Familia_llar","Ciutadans","D",48.1
2021,"Anna Grau","Violencia","Ciutadans","D",48.1
2021,"Anna Grau","Violencia","Ciutadans","D",48.1
2021,"Anna Grau","Fem_igualtat","Ciutadans","D",48.1
2021,"Anna Grau","Fem_igualtat","Ciutadans","D",48.1
2021,"Anna Grau","Fem_igualtat","Ciutadans","D",48.1
2021,"Anna Grau","Fem_igualtat","Ciutadans","D",48.1
2021,"Anna Grau","Salut_sexual","Ciutadans","D",48.1
2021,"Anna Grau","Fem_igualtat","Ciutadans","D",48.1
2021,"Anna Grau","Violencia","Ciutadans","D",48.1
2021,"Anna Grau","Salut_sexual","Ciutadans","D",48.1
2021,"Anna Grau","Fem_igualtat","Ciutadans","D",48.1
2021,"Antonio Gallego Burgos","Salut_sexual","VOX","H",48.1
2021,"Antonio Gallego Burgos","treball_sex","VOX","H",48.1
2021,"Antonio Gallego Burgos","treball_sex","VOX","H",48.1
2021,"Antonio Gallego Burgos","Familia_llar","VOX","H",48.1
2021,"Antonio Gallego Burgos","Familia_llar","VOX","H",48.1
2021,"Antonio Gallego Burgos","Familia_llar","VOX","H",48.1
2021,"Antonio Gallego Burgos","Fem_igualtat","VOX","H",48.1
2021,"Antonio Gallego Burgos","treball_sex","VOX","H",48.1
2021,"Antonio Gallego Burgos","treball_sex","VOX","H",48.1
2021,"Antonio Gallego Burgos","Familia_llar","VOX","H",48.1
2021,"Antonio Gallego Burgos","Fem_igualtat","VOX","H",48.1
2021,"Antonio Gallego Burgos","Familia_llar","VOX","H",48.1
2021,"Antonio Gallego Burgos","Fem_igualtat","VOX","H",48.1
2021,"Antonio Ramón López Gómez","Fem_igualtat","VOX","H",48.1
2021,"Antonio Ramón López Gómez","Fem_igualtat","VOX","H",48.1
2021,"Antonio Ramón López Gómez","Salut_sexual","VOX","H",48.1
2021,"Assumpció Laïlla","Familia_llar","CIU","D",48.1
2021,"Assumpció Laïlla","Familia_llar","CIU","D",48.1
2021,"Assumpta Escarp Gibert","Salut_sexual","PSC","D",48.1
2021,"Assumpta Escarp Gibert","Salut_sexual","PSC","D",48.1
2021,"Aurora Madaula","Fem_igualtat","CIU","D",48.1
2021,"Aurora Madaula","Salut_sexual","CIU","D",48.1
2021,"Aurora Madaula","Fem_igualtat","CIU","D",48.1
2021,"Aurora Madaula","Fem_igualtat","CIU","D",48.1
2021,"Aurora Madaula","Salut_sexual","CIU","D",48.1
2021,"Aurora Madaula","Violencia","CIU","D",48.1
2021,"Aurora Madaula","Violencia","CIU","D",48.1
2021,"Aurora Madaula","Fem_igualtat","CIU","D",48.1
2021,"Aurora Madaula","Salut_sexual","CIU","D",48.1
2021,"Aurora Madaula","Salut_sexual","CIU","D",48.1
2021,"Aurora Madaula","Salut_sexual","CIU","D",48.1
2021,"Aurora Madaula","Salut_sexual","CIU","D",48.1
2021,"Aurora Madaula","Salut_sexual","CIU","D",48.1
2021,"Aurora Madaula","Fem_igualtat","CIU","D",48.1
2021,"Bartomeu Compte","Fem_igualtat","ERC","H",48.1
2021,"Bartomeu Compte","Fem_igualtat","ERC","H",48.1
2021,"Bartomeu Compte","Familia_llar","ERC","H",48.1
2021,"Bartomeu Compte","Familia_llar","ERC","H",48.1
2021,"Carles Riera","Familia_llar","CUP","H",48.1
2021,"Carles Riera","Fem_igualtat","CUP","H",48.1
2021,"Carles Riera","Fem_igualtat","CUP","H",48.1
2021,"Carles Riera","Familia_llar","CUP","H",48.1
2021,"Carles Riera","Fem_igualtat","CUP","H",48.1
2021,"Carles Riera","Fem_igualtat","CUP","H",48.1
2021,"Carles Riera","Fem_igualtat","CUP","H",48.1
2021,"Carles Riera","Familia_llar","CUP","H",48.1
2021,"Carles Riera","treball","CUP","H",48.1
2021,"Carles Riera","Violencia","CUP","H",48.1
2021,"Carles Riera","Familia_llar","CUP","H",48.1
2021,"Carles Riera","Fem_igualtat","CUP","H",48.1
2021,"Carles Riera","Fem_igualtat","CUP","H",48.1
2021,"Carles Riera","Fem_igualtat","CUP","H",48.1
2021,"Carles Riera","Fem_igualtat","CUP","H",48.1
2021,"Carles Riera","Fem_igualtat","CUP","H",48.1
2021,"Carles Riera","treball","CUP","H",48.1
2021,"Carles Riera","Familia_llar","CUP","H",48.1
2021,"Carles Riera","Familia_llar","CUP","H",48.1
2021,"Carles Riera","Familia_llar","CUP","H",48.1
2021,"Carles Riera","Fem_igualtat","CUP","H",48.1
2021,"Carles Riera","Violencia","CUP","H",48.1
2021,"Carles Riera","Familia_llar","CUP","H",48.1
2021,"Carlos Carrizosa Torres","Familia_llar","Ciutadans","H",48.1
2021,"Carlos Carrizosa Torres","Familia_llar","Ciutadans","H",48.1
2021,"Carlos Carrizosa Torres","Violencia","Ciutadans","H",48.1
2021,"Carlos Carrizosa Torres","Familia_llar","Ciutadans","H",48.1
2021,"Carlos Carrizosa Torres","Familia_llar","Ciutadans","H",48.1
2021,"Carlos Carrizosa Torres","Familia_llar","Ciutadans","H",48.1
2021,"Carlos Carrizosa Torres","Violencia","Ciutadans","H",48.1
2021,"Damià Calvet","Violencia","CIU","H",48.1
2021,"David Cid Colomer","Salut_sexual","Podem","H",48.1
2021,"David Cid Colomer","Familia_llar","Podem","H",48.1
2021,"David Cid Colomer","Salut_sexual","Podem","H",48.1
2021,"David Cid Colomer","Salut_sexual","Podem","H",48.1
2021,"David Cid Colomer","Salut_sexual","Podem","H",48.1
2021,"David Cid Colomer","Salut_sexual","Podem","H",48.1
2021,"David Pérez","Fem_igualtat","PSC","H",48.1
2021,"David Pérez","Salut_sexual","PSC","H",48.1
2021,"David Pérez","Fem_igualtat","PSC","H",48.1
2021,"David Pérez","Salut_sexual","PSC","H",48.1
2021,"Dolors Carreras","Familia_llar","PSC","D",48.1
2021,"Dolors Carreras","Familia_llar","PSC","D",48.1
2021,"Elsa Artadi","Fem_igualtat","CIU","D",48.1
2021,"Elsa Artadi","Fem_igualtat","CIU","D",48.1
2021,"Elsa Artadi","Fem_igualtat","CIU","D",48.1
2021,"Elsa Artadi","Violencia","CIU","D",48.1
2021,"Elsa Artadi","Violencia","CIU","D",48.1
2021,"Elsa Artadi","Violencia","CIU","D",48.1
2021,"Elsa Artadi","Violencia","CIU","D",48.1
2021,"Elsa Artadi","Violencia","CIU","D",48.1
2021,"Elsa Artadi","Fem_igualtat","CIU","D",48.1
2021,"Ester Capella","Violencia","ERC","D",48.1
2021,"Ester Vallès Pelay","Violencia","CIU","D",48.1
2021,"Esther Niubó Cidoncha","Violencia","PSC","D",48.1
2021,"Esther Niubó Cidoncha","Familia_llar","PSC","D",48.1
2021,"Esther Niubó Cidoncha","treball_sex","PSC","D",48.1
2021,"Esther Niubó Cidoncha","Familia_llar","PSC","D",48.1
2021,"Esther Niubó Cidoncha","Familia_llar","PSC","D",48.1
2021,"Esther Niubó Cidoncha","Familia_llar","PSC","D",48.1
2021,"Eulàlia Reguant","Fem_igualtat","CUP","D",48.1
2021,"Eulàlia Reguant","Fem_igualtat","CUP","D",48.1
2021,"Eulàlia Reguant","Familia_llar","CUP","D",48.1
2021,"Eulàlia Reguant","Familia_llar","CUP","D",48.1
2021,"Eulàlia Reguant","Fem_igualtat","CUP","D",48.1
2021,"Eulàlia Reguant","Familia_llar","CUP","D",48.1
2021,"Eulàlia Reguant","Familia_llar","CUP","D",48.1
2021,"Eulàlia Reguant","Fem_igualtat","CUP","D",48.1
2021,"Eulàlia Reguant","Familia_llar","CUP","D",48.1
